p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.04467272758484,1.00661420822144,1.74257850646973,1.37092208862305,1.2602561712265,1.85111880302429,0.806986451148987,0.552745819091797,0.50026398897171,0.640437364578247,1.17521572113037,1.77620458602905,0.451977223157883,0.875265300273895,1.5083544254303,0.986574828624725,1.15849924087524,1.9068638086319,0.938603460788727,3.1225700378418,0.847624361515045,1.81398677825928,0.898017644882202,1.24129796028137,1.27545344829559,0.197933226823807,0.883797407150269,0.950351476669312,0.265429258346558,1.11734867095947,1.35721206665039,1.78011322021484,0.809360682964325,0.652860343456268,1.10018122196198,0.515029609203339,1.10472846031189,0.98636656999588,1.26288616657257,2.52071475982666,1.03921508789062,1.0427759885788,1.02327704429626,1.15104126930237,1.58583402633667,1.26224207878113,2.63527870178223,1.39929556846619
1.86555755138397,1.88915288448334,2.6789243221283,2.20924735069275,2.30148243904114,3.20626878738403,1.47809135913849,0.992213785648346,0.958415269851685,1.20817840099335,2.20545506477356,3.29919052124023,0.798555374145508,1.58651435375214,2.48077368736267,1.79024744033813,2.00260329246521,3.43035697937012,1.72319436073303,5.33863639831543,1.50432598590851,3.06382632255554,1.53837692737579,2.29346394538879,2.22838139533997,0.379212886095047,1.66855013370514,1.6359748840332,0.473315477371216,2.07553315162659,2.53059697151184,3.19756102561951,1.50519633293152,1.14854085445404,1.82294762134552,0.940257906913757,2.06184864044189,1.71142482757568,2.30423974990845,4.29300165176392,1.69360387325287,1.75939559936523,1.86572241783142,1.95371091365814,2.48061299324036,2.3293924331665,4.22307062149048,2.59519505500793
2.58320641517639,2.68732213973999,3.35683679580688,2.88595485687256,3.20316100120544,4.4583306312561,2.04727697372437,1.36933529376984,1.38241684436798,1.71993160247803,3.13756275177002,4.63419723510742,1.11067569255829,2.21675539016724,3.24002003669739,2.46697545051575,2.77887916564941,4.6902289390564,2.40541052818298,6.93115043640137,2.06471347808838,4.04008865356445,2.06514286994934,3.2292366027832,3.13133239746094,0.547492027282715,2.37698268890381,2.20599794387817,0.641199052333832,2.93787908554077,3.57748675346375,4.38239622116089,2.15638470649719,1.56461822986603,2.52368474006653,1.30657505989075,2.90813827514648,2.34049439430237,3.20661520957947,5.67108869552612,2.21862244606018,2.34407877922058,2.61851215362549,2.66550421714783,3.3439953327179,3.26786828041077,5.36242437362671,3.64742040634155
3.24837970733643,3.42617511749268,3.94646978378296,3.50688147544861,4.00402164459229,5.61514711380005,2.53970313072205,1.71083235740662,1.77850484848022,2.1881206035614,3.99837827682495,5.82640790939331,1.40983879566193,2.80251574516296,3.90690875053406,3.05483222007751,3.51807379722595,5.76662826538086,3.01730561256409,8.09450340270996,2.57451319694519,4.87801218032837,2.53746557235718,4.08717107772827,3.98692846298218,0.705524384975433,3.02576613426208,2.7210750579834,0.781254649162292,3.7377941608429,4.53044605255127,5.41404819488525,2.77931785583496,1.93842482566833,3.20306468009949,1.63283967971802,3.67030835151672,2.92917561531067,4.01594591140747,6.83180809020996,2.69411516189575,2.87085223197937,3.32000350952148,3.34215497970581,4.17708301544189,4.11692523956299,6.29990196228027,4.59604501724243
3.88258004188538,4.12157917022705,4.50079107284546,4.10237598419189,4.72457647323608,6.68396425247192,2.97401428222656,2.03075337409973,2.15156817436218,2.62199449539185,4.80359125137329,6.9073166847229,1.70258259773254,3.36000990867615,4.52691841125488,3.57973885536194,4.22510290145874,6.7132716178894,3.5788722038269,8.96224689483643,3.05586099624634,5.640709400177,2.97977042198181,4.88805198669434,4.79765319824219,0.855387389659882,3.62716007232666,3.20600652694702,0.901932716369629,4.49309921264648,5.40860652923584,6.34118938446045,3.37839651107788,2.28797292709351,3.86173820495605,1.9306309223175,4.36778402328491,3.49628257751465,4.75815963745117,7.86388492584229,3.14521789550781,3.36804819107056,3.98661088943481,3.9960789680481,4.9809398651123,4.90002489089966,7.13735771179199,5.46803140640259
4.49504089355469,4.78364181518555,5.03640127182007,4.68129110336304,5.37703418731689,7.67147588729858,3.36403274536133,2.33651113510132,2.50544428825378,3.02845025062561,5.56266212463379,7.89906215667725,1.99091601371765,3.89657282829285,5.11741399765015,4.05935907363892,4.90174388885498,7.56622982025146,4.10267162322998,9.62613677978516,3.51950693130493,6.35779666900635,3.40227794647217,5.64340829849243,5.5658597946167,0.998649895191193,4.19020891189575,3.67105960845947,1.00909888744354,5.21348762512207,6.2237720489502,7.19379901885986,3.95526313781738,2.62199902534485,4.50033664703369,2.20712041854858,5.01471710205078,4.04829359054565,5.44823455810547,8.81226634979248,3.58001780509949,3.84662437438965,4.62562227249146,4.63038110733032,5.75659084320068,5.63143157958984,7.91722583770752,6.28159141540527
5.08984851837158,5.41885709762573,5.55861377716064,5.24635601043701,5.96967601776123,8.58386707305908,3.72001171112061,2.63204455375671,2.8431499004364,3.41264200210571,6.28155755996704,8.81738090515137,2.27547717094421,4.41565275192261,5.68526268005371,4.50574398040771,5.54934740066528,8.34979343414307,4.59668254852295,10.1492166519165,3.97070598602295,7.0433292388916,3.80939388275146,6.35993432998657,6.29377794265747,1.13649821281433,4.72161197662354,4.12060689926147,1.10682439804077,5.90440845489502,6.98371028900146,7.99048852920532,4.5109076499939,2.94478511810303,5.11947154998779,2.46680951118469,5.62144136428833,4.58754730224609,6.09513711929321,9.70012855529785,4.00128412246704,4.31092977523804,5.2405219078064,5.24615526199341,6.50502586364746,6.32004308700562,8.65752696990967,7.04909372329712
5.66892623901367,6.0314507484436,6.06923580169678,5.79855060577393,6.50880002975464,9.42685222625732,4.04956197738647,2.91947221755981,3.16706156730652,3.77843141555786,6.96427011489868,9.67361640930176,2.55648899078369,4.91899299621582,6.23340272903442,4.92713165283203,6.16916561126709,9.08038520812988,5.06605577468872,10.5748043060303,4.41205978393555,7.70412969589233,4.20314025878906,7.04178380966187,6.98352098464966,1.26983106136322,5.22635793685913,4.55662679672241,1.1979353427887,6.56908750534058,7.69392824172974,8.74295234680176,5.04614877700806,3.25847291946411,5.71973609924316,2.71257853507996,6.19552659988403,5.11499214172363,6.70451688766479,10.5398006439209,4.41012191772461,4.76279592514038,5.83319759368896,5.84405088424683,7.22720003128052,6.97161436080933,9.36624145507812,7.77900409698486
6.23328495025635,6.62422323226929,6.56898307800293,6.33835363388062,6.99959707260132,10.2057104110718,4.35833930969238,3.19995927810669,3.47905516624451,4.12872314453125,7.61366415023804,10.4760942459106,2.8340482711792,5.40758609771729,6.76329469680786,5.32916784286499,6.76239061355591,9.76916980743408,5.51419162750244,10.9326677322388,4.84488916397095,8.34365463256836,4.584557056427,7.69176244735718,7.6370906829834,1.3993307352066,5.70818710327148,4.98012208938599,1.28439342975616,7.2095799446106,8.35863494873047,9.4586706161499,5.56174468994141,3.56417512893677,6.3017053604126,2.94632124900818,6.74253940582275,5.63110542297363,7.28017616271973,11.3381938934326,4.8071117401123,5.20309352874756,6.40486001968384,6.42461061477661,7.9240345954895,7.59004831314087,10.0472030639648,8.47717761993408
6.7835488319397,7.19907760620117,7.05823040008545,6.86609554290771,7.44655656814575,10.9253206253052,4.65055179595947,3.47417044639587,3.78061652183533,4.46571063995361,8.23194694519043,11.2310514450073,3.10821318626404,5.88208961486816,7.27583646774292,5.71573543548584,7.33016395568848,10.4237995147705,5.94340658187866,11.2432641983032,5.26989459991455,8.96378803253174,4.95427703857422,8.31194686889648,8.25638389587402,1.52551651000977,6.16992664337158,5.39169406890869,1.36756038665771,7.82731866836548,8.98126220703125,10.1425485610962,6.05841827392578,3.86250805854797,6.86593723297119,3.16932940483093,7.26659631729126,6.1362042427063,7.8248724937439,12.0994939804077,5.19266366958618,5.63232326507568,6.95642328262329,6.98834228515625,8.5964183807373,8.17814826965332,10.7025270462036,9.14772415161133
7.32017469406128,7.75735092163086,7.53724193572998,7.38206100463867,7.85366296768188,11.5901899337769,4.92933511734009,3.74250721931458,4.07292604446411,4.79106092453003,8.82093334197998,11.9432783126831,3.37903022766113,6.34300804138184,7.77170467376709,6.08951950073242,7.87357711791992,11.0495738983154,6.35534048080444,11.5206575393677,5.68747663497925,9.56567668914795,5.31275939941406,8.90400886535645,8.84319877624512,1.6487854719162,6.61373710632324,5.79177665710449,1.44838154315948,8.42340087890625,9.56475257873535,10.7979164123535,6.53686428070068,4.15384817123413,7.41297197341919,3.38252472877502,7.77076148986816,6.63054847717285,8.34075927734375,12.8265008926392,5.56712818145752,6.05084133148193,7.4886646270752,7.53573417663574,9.24520969390869,8.7380542755127,11.3336019515991,9.79358100891113
